std_smiles,expt_test,database
[B]CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,0,pubchem
FC(F)(F)C1(F)OO1,0,pubchem
O=C1OCC(C(F)(F)F)(C(F)(F)F)O1,0,pubchem
FC1(F)C#CC(F)(F)C(F)(F)C1(F)F,0,pubchem
FC(F)(F)C#COC(F)(F)F,0,pubchem
CC1CC(F)(F)C(=O)O1,0,pubchem
FC(F)C(F)(F)O[SiH3],0,pubchem
CCOP(=O)=O,0,pubchem
O=C[SiH2]O[SiH3],0,pubchem
N#CC#CCCCC#N,0,pubchem
CCOC(=O)C(F)(F)CC#N,0,pubchem
CP(=O)(F)OF,0,pubchem
O=CC(=O)OS(=O)(=O)F,0,pubchem
[B]C(C)OC=O,0,pubchem
CC1(C(F)(F)F)OCOC1=O,0,pubchem
CC[Si]C(F)(F)F,0,pubchem
COC#CC(F)(F)F,0,pubchem
CC(C)(CC#N)CC(F)F,0,pubchem
CC1C(=O)OOOC1=O,0,pubchem
O=C(OCC1CO1)C(F)F,0,pubchem
CC(F)C(C)CC#N,0,pubchem
CC(C#N)C(C)C(C#N)C#N,0,pubchem
CC1CC(F)OC1=O,0,pubchem
N#CC#CC#CC#CF,0,pubchem
FC1(F)OC1(F)F,0,pubchem
CCN(CC#N)C(=O)C(F)F,0,pubchem
CP(=O)(OF)OF,0,pubchem
FC(F)OC(F)(F)F,0,pubchem
CCCCC(C#N)C(C)C,0,pubchem
FC(F)(F)C(F)(F)OP,0,pubchem
CCC(C(F)(F)F)C(F)(F)F,0,pubchem
CCC(F)(F)C(=O)OC(F)(F)C(F)(F)F,0,pubchem
CCCC(=O)C(=O)OC#N,0,pubchem
FB1OCC(F)(F)O1,0,pubchem
CC(F)(CC(F)F)C(F)(F)F,0,pubchem
O=C(OOC(=O)C(F)F)C(F)F,0,pubchem
CC1CCCB(C#N)C1,0,pubchem
FC[Si](F)F,0,pubchem
O=S=S(=O)=O,0,pubchem
[C]#CCCCC,0,pubchem
O=C1CC2(CCO2)C(=O)O1,0,pubchem
O=C(F)C(C(=O)F)C(F)(F)F,0,pubchem
O=C(OCCF)C(F)F,0,pubchem
O=P(F)(F)OP(=O)(F)F,0,pubchem
O=CC#CC=O,0,pubchem
O=CC1(C(F)(F)F)CO1,0,pubchem
CO[B]C=O,0,pubchem
F[Si](F)(F)C1CC1,0,pubchem
O=COC1OCOCO1,0,pubchem
FC(F)(F)C(F)(P)C(F)(F)F,0,pubchem
CC(C)CC(C#N)C(F)(F)F,0,pubchem
O=C(OCCF)C(F)(F)F,0,pubchem
CC(C)(C#N)S(C)(F)F,0,pubchem
CCC1(F)OC1=O,0,pubchem
O=C(F)C(F)(C(F)F)C(F)(F)F,0,pubchem
CCC(=O)OC(=O)C(F)(F)C(F)(F)F,0,pubchem
[B]C(C(F)(F)F)C(F)(F)C(F)(F)F,0,pubchem
CC1OC(=O)C(=O)OC1=O,0,pubchem
CC(=O)C(F)C#N,0,pubchem
N#CCCCP=O,0,pubchem
FC(F)(F)OC(F)(F)C(F)(F)F,0,pubchem
CC1(C)OC(=O)C(CC(=O)F)O1,0,pubchem
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#N,0,pubchem
N#CCCC(CF)C(F)F,0,pubchem
CC1(C#N)CC(F)(F)C1(F)F,0,pubchem
O=C(OF)C(F)(F)C#CC(F)F,0,pubchem
O=P12OC(O1)O2,0,pubchem
FCC#CCCF,0,pubchem
O=C1OC(C(F)(F)C(F)(F)F)C(F)(F)O1,0,pubchem
[B]CC#CC#CC,0,pubchem
O=CC(=O)OCC1CO1,0,pubchem
O=S(=O)(F)OC(F)(F)C(F)F,0,pubchem
O=[C]C(F)(F)C(F)(F)F,0,pubchem
CCC(C#N)CC=O,0,pubchem
COP(C)(=O)F,0,pubchem
COCC#CC=O,0,pubchem
O=NOCCF,0,pubchem
CC(=O)OOC(=O)C(F)(F)F,0,pubchem
CCCC(=O)OC(C#N)C=O,0,pubchem
CCOC(=O)C#CCC(F)(F)F,0,pubchem
CC(C)(CC#N)CC#N,0,pubchem
CC(C)C(C#N)CC#N,0,pubchem
CCP(=O)=O,0,pubchem
CN(C(=O)F)C(F)(F)F,0,pubchem
O=C(F)CC(=O)OC(F)(F)F,0,pubchem
O=P(F)(F)CC(F)(F)F,0,pubchem
CC(C)([SiH3])C#N,0,pubchem
O=C(OCC(F)(F)C(F)(F)F)C(F)(F)F,0,pubchem
CCCC(C)(F)F,0,pubchem
COC(=O)C(F)(F)C(C)(F)F,0,pubchem
FOC(F)(C(F)(F)F)C(F)(F)F,0,pubchem
O=C(O[Si])C(F)(F)F,0,pubchem
O=POC(F)(F)C(F)(F)C(F)(F)F,0,pubchem
COC#CC=O,0,pubchem
CCC12OC(O1)O2,0,pubchem
O=C1N2CN1C2,0,pubchem
CCC1(C)C#C1,0,pubchem
CCC1[B]P1,0,pubchem
CCCC#COC=O,0,pubchem
N#CC(OCF)C(F)(F)F,0,pubchem
CC(CC#N)C(C)C(F)(F)F,0,pubchem
FC(F)C1(F)OO1,0,pubchem
O=[PH]1CCO1,0,pubchem
F[B]B1CB(F)C1,0,pubchem
FC(F)(F)C([SiH3])C(F)(F)F,0,pubchem
C[B]C(F)(F)F,0,pubchem
FO[B]OF,0,pubchem
CC(C)CC(=O)OC(F)F,0,pubchem
O=COC#CCC(F)(F)F,0,pubchem
O=C1OC(C(F)F)C(F)(F)O1,0,pubchem
O=COOC(F)(F)F,0,pubchem
CCCC[O],0,pubchem
FC1(F)CC1,0,pubchem
CC(F)(C(F)F)C(F)(F)F,0,pubchem
CCCO[SiH2]F,0,pubchem
CS(=O)(=O)OC(=O)C(F)(F)F,0,pubchem
CCC(C#N)C(C)(C)F,0,pubchem
CC(C)C(CC#N)C(F)(F)F,0,pubchem
O=COC(F)C(F)(F)F,0,pubchem
CC#CP(=O)(C#CC)OC,0,pubchem
C[Si](F)(F)C(C#N)CCC#N,0,pubchem
COS(=O)(=O)C(F)F,0,pubchem
N#CCC(OC(=O)C(F)(F)F)C(F)(F)F,0,pubchem
CC(F)(F)C(F)(F)OC=O,0,pubchem
CC1(C#N)CC(C)(C)C(=O)O1,0,pubchem
O=C(F)SF,0,pubchem
CC1CC(C(F)(F)F)OC1=O,0,pubchem
FCC#CCF,0,pubchem
O=P12OCB(O1)O2,0,pubchem
CC(C)CC(F)(F)F,0,pubchem
O=C1COC(C(F)(F)F)(C(F)(F)F)O1,0,pubchem
O=C(F)C(F)(F)OC(F)(F)C(F)(F)F,0,pubchem
O=C1COC(=O)C(C(F)(F)F)(C(F)(F)F)O1,0,pubchem
C[SiH2]COC=O,0,pubchem
O=CN(C(F)F)C(F)F,0,pubchem
CN(C(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0,pubchem
CCOC(=O)C(F)(F)C=O,0,pubchem
CCOC#CCF,0,pubchem
CC(C)C(F)CC#N,0,pubchem
CCP1(=O)OCO1,0,pubchem
CC(CC#N)[SiH2]C(F)F,0,pubchem
CC#CCOCC#N,0,pubchem
CC1OC(=O)C(F)C1(F)F,0,pubchem
CCCCC#CC(C)C#N,0,pubchem
CC#CC(F)(F)C(F)(F)CF,0,pubchem
[B]CC(C)F,0,pubchem
CC(CC(F)(F)F)C(F)(F)F,0,pubchem
CC(F)(F)CCC(F)F,0,pubchem
CC(C)(C(F)(F)F)C(F)(F)F,0,pubchem
C[SiH2]C(F)(F)F,0,pubchem
[B]S(=O)(=O)CCC,0,pubchem
O=NOS(=O)F,0,pubchem
N#CCC(=O)C#N,0,pubchem
FC(F)(F)C1(F)C(F)(F)OC1(F)F,0,pubchem
FC(F)(F)C#S(F)(F)F,0,pubchem
O=CC(F)F,0,pubchem
CC(C(=O)OC(F)(F)F)C(F)(F)F,0,pubchem
CC1C(C=O)OC(=O)C1(F)F,0,pubchem
CC(C)O[SiH2]F,0,pubchem
FC(F)CCCC(F)(F)F,0,pubchem
C#CC#CC(=O)OCC,0,pubchem
CC(F)(C(F)F)S(F)(F)F,0,pubchem
CC(C)CC(F)(F)C(F)(F)F,0,pubchem
FC(F)(F)C[Si],0,pubchem
FCCC(F)(F)C(F)F,0,pubchem
O=C(F)OOC(F)(F)F,0,pubchem
CC(C)C#CO[SiH3],0,pubchem
CCC#CC1(CCC)OC(=O)O1,0,pubchem
FCCCC(F)F,0,pubchem
[B]B(C)[B]CC,0,pubchem
CC(C)[Si](F)(F)F,0,pubchem
N#CCCC1OC1C#N,0,pubchem
[B]C#CC(CC)CC,0,pubchem
CC(C#N)CCC(C)(F)F,0,pubchem
CCC(C(=O)F)C(F)(F)F,0,pubchem
FCC(F)(F)C[Si](F)(F)F,0,pubchem
O=C1CC(=O)C(=O)O1,0,pubchem
O=S1(=O)OC1(F)C(F)(F)C(F)(F)F,0,pubchem
[B]C(=O)CCC,0,pubchem
FC(F)(F)C(C[SiH3])C(F)(F)F,0,pubchem
FC(F)(F)CO[SiH3],0,pubchem
N#CCC[CH]F,0,pubchem
CC(F)(F)OP(=O)(F)F,0,pubchem
CCC(=O)OC(C)(C)C#N,0,pubchem
CCOC1OC(=O)C(=O)C1=O,0,pubchem
O=C(F)C1(F)OC1(C(F)F)C(F)(F)F,0,pubchem
O=C(OC(F)(F)CF)C(F)(F)C(F)(F)F,0,pubchem
CCCC(C)(C#N)CC,0,pubchem
CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,0,pubchem
O=C1OC(F)C(C(F)(F)C(F)(F)F)O1,0,pubchem
O=C1CC(C(F)(F)F)C(C(F)(F)F)O1,0,pubchem
CCC(C(C#N)C#N)C(C#N)C#N,0,pubchem
C[Al]OC=O,0,pubchem
O=C(OC(F)F)C(F)(F)C(F)(F)C(=O)OC(F)F,0,pubchem
COC1C(=O)OC(=O)C1C,0,pubchem
CS(=O)(=O)N1C(=O)CC1=O,0,pubchem
O=C(F)C(F)(F)C(F)C(F)(F)F,0,pubchem
CCC(=O)OC(=O)C(F)(F)C(F)F,0,pubchem
O=CC(=O)[Al],0,pubchem
[B]C([B])([B])PCC,0,pubchem
CC1OC(=O)C(=O)C1=O,0,pubchem
COC(=O)C#CCC(F)(F)C(F)(F)F,0,pubchem
CC(C(F)F)C(F)(F)F,0,pubchem
CC(F)(F)C(F)(F)C(F)(F)CF,0,pubchem
CCC(F)(F)C#COC(=O)C(F)(F)F,0,pubchem
C#CCC(C)F,0,pubchem
COOC(=O)C(=O)OC(F)(F)C(F)(F)F,0,pubchem
[B]C(=O)[Si]([B])([B])C,0,pubchem
[C]#CC#CC#CC#N,0,pubchem
N#CC(C=O)CCCF,0,pubchem
FC1(F)OC(F)(F)C1(F)F,0,pubchem
O=PC(=O)P,0,pubchem
CC1(F)C(=O)OC(=O)C(F)(F)C1(F)F,0,pubchem
O=C(OCC(F)(F)C(F)(F)F)C(F)F,0,pubchem
CC(C)C(C#N)[Si](C)(F)F,0,pubchem
FC(F)(F)C1(F)OC(F)(F)C1(F)F,0,pubchem
CC(=O)C(C#N)C=O,0,pubchem
CC(F)(F)C1(F)OC(=O)OC1F,0,pubchem
[B]C([B])CCC,0,pubchem
CC(F)(C(=O)F)C(F)(F)F,0,pubchem
CCC(C#N)C[Si](C)(F)F,0,pubchem
O=C1CC(F)C(C(F)(F)F)O1,0,pubchem
O=CC(F)(F)C=O,0,pubchem
O=C1C([Si])CN1[Si],0,pubchem
CCCCB(F)F,0,pubchem
CC(C#N)OC(=O)C(C)C,0,pubchem
CCCC1C#C1,0,pubchem
O=PN1C(=O)CCC1=O,0,pubchem
CS([O])(=O)=O,0,pubchem
CC(C=O)OC=O,0,pubchem
N#CC(C#N)CC1CC1(F)F,0,pubchem
CC(F)(F)OC(F)F,0,pubchem
[B]COP([B])[B],0,pubchem
FC(F)CC[SiH3],0,pubchem
CCC12OP(=O)(O1)O2,0,pubchem
CN([SiH3])C(=O)C(F)(F)F,0,pubchem
COC(=O)C(=O)[Si],0,pubchem
[B]C(F)(F)C(F)(F)[B]C,0,pubchem
CC(=O)C#CC#N,0,pubchem
CC1(C)OC1(C#N)C#N,0,pubchem
CC(C(=O)F)(C(=O)F)C(F)(F)F,0,pubchem
COCOC=O,0,pubchem
COB(C(F)(F)F)C(F)(F)F,0,pubchem
FCC1(F)CO1,0,pubchem
C#CC(C)(C)CCC#N,0,pubchem
CS(C)(C)C#N,0,pubchem
CC(F)(F)C[SiH3],0,pubchem
C1#CC[N]C#C1,0,pubchem
CCC(C)[O],0,pubchem
CC(C)(C)C#CS(=O)(=O)F,0,pubchem
CC(F)C(F)(F)C(C)(F)F,0,pubchem
O=C(F)C(F)(OF)C(F)(F)F,0,pubchem
CC(C)(C#N)SF,0,pubchem
CC(F)(F)CC(F)(F)C(F)F,0,pubchem
CC1OC(=O)C(F)(F)C1F,0,pubchem
CC(=O)OP=S,0,pubchem
CCC(CC#N)C(C)(F)F,0,pubchem
CC(C)CC#CC=O,0,pubchem
[B]C([B])([B])C,0,pubchem
O=C(F)OC(=O)OOC(F)(F)F,0,pubchem
C#CC#CC=O,0,pubchem
CCC12OP(O1)O2,0,pubchem
[B]C(=O)N1CCC1,0,pubchem
COCOP=O,0,pubchem
CC(F)(F)C(F)C(F)(F)F,0,pubchem
FCOC(F)(F)C(F)(F)F,0,pubchem
CC(C)C#COC=O,0,pubchem
O=C1OS(F)(F)OC1=O,0,pubchem
COC(=O)CCC(C)(C)C#N,0,pubchem
CC1OC(=O)C1=O,0,pubchem
O=C(OCC(F)(F)C(=O)F)C(F)(F)F,0,pubchem
CC(F)CC(F)(F)C(F)F,0,pubchem
FSC(F)F,0,pubchem
COS(=O)(=O)C(C)=O,0,pubchem
[B]B([B])B([B])C=O,0,pubchem
O=C(O[Al])C(F)(F)F,0,pubchem
C[SiH2]CC(F)(F)F,0,pubchem
O=C1OCCCOC1=O,0,pubchem
CC(OC(=O)C(F)(F)F)C1C(=O)OC(=O)C1C,0,pubchem
CC(C#N)CCCC(F)(F)F,0,pubchem
O=C1COC(=O)C1=O,0,pubchem
N#CC#CCCC=O,0,pubchem
CC(F)(F)S(=O)(=O)OCC#N,0,pubchem
N#CC1CCC1(C#N)C#N,0,pubchem
N#CB1CCCCC1,0,pubchem
CC(C#N)[SiH](C)C,0,pubchem
N#CC(=O)OSOC(=O)C#N,0,pubchem
C#CCC(C)(C)C#N,0,pubchem
O=C(OCOC(=O)C(F)(F)F)C(F)(F)F,0,pubchem
CC#CC#CC#CC#CC#CC#CC#CC(=O)OC(=O)C#CC#CC#CC#CC#CC#CC#CC,0,pubchem
O=CC1C#C1,0,pubchem
FCCCC(F)(F)C(F)(F)F,0,pubchem
CCC(=O)OC(=O)C(F)C(F)(F)F,0,pubchem
C#CB(C(F)(F)F)C(F)(F)F,0,pubchem
O=S(=O)(N([Si])[Si])C(F)(F)F,0,pubchem
CC1CC#CC(C#N)CC1,0,pubchem
O=C(CC(F)F)OC(F)(F)F,0,pubchem
O=C(OC(F)(F)F)C(F)(F)OF,0,pubchem
CC(C)(C#N)C(=O)C#N,0,pubchem
CCC(C#N)C(=O)C(F)(F)F,0,pubchem
O=C1B2OCCN21,0,pubchem
FCCOS(F)(F)(F)(F)F,0,pubchem
CCC(F)(F)CF,0,pubchem
CCC(C)C#CC(=O)OC,0,pubchem
O=C(CC(F)(F)F)OC(F)(F)F,0,pubchem
C#[Si]CC[SiH3],0,pubchem
FOCC(F)(F)C(F)(F)F,0,pubchem
COC(=O)C(C#N)C(=O)C(F)F,0,pubchem
O=POC(F)(F)F,0,pubchem
O=C1CCC(F)C(=O)O1,0,pubchem
CC(=O)OCOS(=O)(=O)C(F)(F)F,0,pubchem
C[SiH2]C(F)F,0,pubchem
CC(F)C(=O)OF,0,pubchem
[O]C(F)(F)C(F)(F)C(F)(F)F,0,pubchem
O=C(CC(F)(F)F)O[SiH3],0,pubchem
O=POCC1CO1,0,pubchem
CCC(=O)OC(=O)C=O,0,pubchem
CCCC(=O)F,0,pubchem
O=COOC1CCCO1,0,pubchem
CC(=O)C1C(=O)COC1=O,0,pubchem
[B][B]B([B])CCCC,0,pubchem
FC(F)(F)C1(F)OOC1(F)F,0,pubchem
CCCC(F)(F)C(F)F,0,pubchem
CC(=O)OOP(=O)=O,0,pubchem
FC(F)(F)[SiH2]O[SiH3],0,pubchem
CC(F)(F)OC(=O)N(F)F,0,pubchem
CC(C)C(F)(F)F,0,pubchem
O=CCOCOC=O,0,pubchem
CC(C)(C=O)OC=O,0,pubchem
C#CCCC(F)F,0,pubchem
CC(C)C#CC(F)(C(F)(F)F)C(F)(F)F,0,pubchem
CC(C)C(C#N)OC=O,0,pubchem
CC(=O)N([Si])C(C)=O,0,pubchem
[B]C(=O)C=O,0,pubchem
O=C1OC(C(F)C(F)(F)F)C(F)(F)O1,0,pubchem
FCC(F)C(F)(F)F,0,pubchem
[B][B]CCC([B][B])[B][B],0,pubchem
N#CCCC[O],0,pubchem
CC#CCOC(=O)C#CCCC,0,pubchem
[O]C(=O)C([O])=O,0,pubchem
FC(F)([Si])C(F)(F)[Si],0,pubchem
O=COOOC=O,0,pubchem
CCS(=O)(=O)P=O,0,pubchem
CC(F)(F)OC(F)(F)F,0,pubchem
FC(F)(F)C(F)(F)C(F)(F)P,0,pubchem
C#CCC#CC=O,0,pubchem
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,0,pubchem
[N][N]C(=O)[N][N],0,pubchem
N#CCCC(CF)CF,0,pubchem
O=P(F)(F)OC(F)C(F)F,0,pubchem
O=C1OCCCC1(F)F,0,pubchem
CC1(C(=O)F)OC(=O)C(F)(C(F)(F)F)O1,0,pubchem
CC(F)OC(F)(F)C(F)(F)F,0,pubchem
COC(=O)C#CC(F)(F)C(F)(F)C(F)(F)F,0,pubchem
O=COCN1C(=O)CCC1=O,0,pubchem
FC#CCCF,0,pubchem
O=POCOP=O,0,pubchem
CCCCC#CO[SiH3],0,pubchem
[B]C([B])CC,0,pubchem
CC(F)(CF)C(F)(F)F,0,pubchem
[O]C(=O)C(F)(F)C(F)(F)F,0,pubchem
COC(F)(F)F,0,pubchem
CCOC(=O)C(F)(F)C(F)(F)C(=O)F,0,pubchem
CCCC(=O)OC(=O)C(F)(F)F,0,pubchem
C[Si]B(C)C,0,pubchem
CC(C#N)CC(C)(C)C#N,0,pubchem
[C]#C[SiH](C)C,0,pubchem
CC(=O)C1OC(=O)C(=O)C1=O,0,pubchem
O=C1OC(=O)C(F)(F)OC1(F)F,0,pubchem
CCCC#CCO[SiH3],0,pubchem
O=C1OC(F)(F)C(F)(F)OC1(F)F,0,pubchem
N#C[Si]C([Si])[Si],0,pubchem
O=CCOC(=O)C(F)(F)F,0,pubchem
CC#CCCC(C)(C)C#N,0,pubchem
O=COC(=O)C(C(F)(F)F)C(F)(F)F,0,pubchem
CCC(C)C(F)(F)C(F)(F)F,0,pubchem
[Si]C1CCO1,0,pubchem
CCC#CCCC,0,pubchem
O=C1CCC(C(F)(F)F)CO1,0,pubchem
N#COC(F)(F)OC(F)(F)F,0,pubchem
C#CC(F)C(F)(F)F,0,pubchem
C#CC#CC#CC#N,0,pubchem
CC#CCC(C)(C#N)CC,0,pubchem
O=C(F)CCC(F)(F)F,0,pubchem
N#CC1CC1C#N,0,pubchem
N#CC1(F)CCC1,0,pubchem
FC(F)(F)CC[SiH3],0,pubchem
COCC(=O)ON=O,0,pubchem
FC(F)(F)P=S,0,pubchem
COC(=O)C#CCC(F)(F)C(F)F,0,pubchem
FC(F)C1(F)CO1,0,pubchem
N#CC(=O)SC(F)(F)F,0,pubchem
CCC(F)(C(F)F)C(F)(F)F,0,pubchem
CCCCC1OC1C#N,0,pubchem
CC(CC(F)(F)F)CC(F)(F)F,0,pubchem
O=P(F)(OF)OF,0,pubchem
CO[SiH2]C(F)(F)F,0,pubchem
[B]1[B]OO[B]1,0,pubchem
CC(F)C(F)(F)C(F)F,0,pubchem
[CH]CCCC,0,pubchem
C#CC(C)F,0,pubchem
CC1(C(F)(F)F)CCC(=O)O1,0,pubchem
N#CSC#N,0,pubchem
O=P(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0,pubchem
C#COC(F)(F)F,0,pubchem
O=NON=O,0,pubchem
O=C(CF)OCC#CC(F)(F)F,0,pubchem
CS(=O)(=O)OC(=O)C(F)F,0,pubchem
CCCC(C#N)C(C)F,0,pubchem
CCC(C#N)[SiH](C)C,0,pubchem
CC1CC2(CC(=O)OC2=O)O1,0,pubchem
FCC(F)(F)C(F)(F)CF,0,pubchem
O=C(C#CC(F)(F)F)OC(=O)C#CC(F)(F)F,0,pubchem
O=C(OC(=O)C(F)C(F)(F)F)C(F)C(F)(F)F,0,pubchem
CC([SiH3])OC=O,0,pubchem
CCB(C(F)(F)F)C(F)(F)F,0,pubchem
O=S(=O)(OF)C(F)F,0,pubchem
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#C,0,pubchem
N#CC(P)C(C#N)C#N,0,pubchem
CCC#CC(C)CC,0,pubchem
FC(F)C(F)(C(F)F)C(F)F,0,pubchem
CB(C)P=O,0,pubchem
CC(CF)C(F)(F)C(F)(F)F,0,pubchem
O=C(F)C(C(=O)F)C(=O)F,0,pubchem
CSP(=O)(F)F,0,pubchem
CC#CC#CC#CC#CC#CC#N,0,pubchem
CC(CCC(F)C#N)C(F)F,0,pubchem
C#CC(C)OC(=O)C#CC,0,pubchem
O=CC(=O)N1CCC1,0,pubchem
CC(F)CC#CC(F)F,0,pubchem
C[Si]C(F)(F)F,0,pubchem
O=C(OCC#CC(F)(F)F)C(=O)N(F)F,0,pubchem
O=COCP,0,pubchem
CC1OC(=O)C(C(F)(F)F)(C(F)(F)F)OC1=O,0,pubchem
N#CCC(CC#N)CC#N,0,pubchem
CCOOC(=O)C=O,0,pubchem
CCC#CCOP=O,0,pubchem
N#CCC(=O)C(C#N)C#N,0,pubchem
CCCC#COC(C)=O,0,pubchem
CS(C)(C)(=O)F,0,pubchem
O=C1OC(C(F)F)C(C(F)F)(C(F)F)O1,0,pubchem
C#CC#CCC,0,pubchem
O=C(OCC(F)(F)F)C(F)(F)C(F)(F)F,0,pubchem
O=C1OC(C(F)(F)C(F)F)C(F)(F)O1,0,pubchem
CCOCOC=O,0,pubchem
O=C(F)CC(F)F,0,pubchem
CC(F)(F)C1CC1C#N,0,pubchem
CC(F)OP(=O)(F)F,0,pubchem
COP(=O)(C#N)OC,0,pubchem
O=C1OC(CC(F)F)C(F)(F)O1,0,pubchem
CCC(C)(F)C(F)(F)F,0,pubchem
[SiH3]B1OCCO1,0,pubchem
CC(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,0,pubchem
CP(=O)(C=O)C=O,0,pubchem
O=CCCOC=O,0,pubchem
O=C1OC(F)CC(F)(F)C(F)(F)O1,0,pubchem
O=S(=O)([Si])C(F)(F)F,0,pubchem
CCN(F)C(=O)F,0,pubchem
CB1OCC(=O)O1,0,pubchem
C#CC(F)(F)CCC,0,pubchem
[B]C(C)(C)C(=O)F,0,pubchem
N#CC#CC#CC#CC#CC#CC#N,0,pubchem
[B]C(F)(F)C(=O)OCC,0,pubchem
O=PC(P=O)P=O,0,pubchem
CC(C)(F)C(F)(F)F,0,pubchem
[CH2]C[N]S(=O)(=O)C(F)(F)F,0,pubchem
O=C1OC(F)C(C(F)(F)F)O1,0,pubchem
C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#N,0,pubchem
CCC1OC(=O)C(=O)OC1=O,0,pubchem
CCO[SiH2]C(F)F,0,pubchem
O=C(OF)C(F)(F)C(F)F,0,pubchem
CC1(C(F)(F)F)OC(=O)OC1F,0,pubchem
C1#CCOC#C1,0,pubchem
FB(F)C1CC1,0,pubchem
O=S(=O)(F)C(F)(F)CF,0,pubchem
N#CSC(=O)F,0,pubchem
CCC(F)(F)CCC#N,0,pubchem
O=C(P)C(F)(F)C(F)(F)F,0,pubchem
COC(=O)C(C)(C)OC=O,0,pubchem
CC1OC(C)(OC=O)O1,0,pubchem
O=COCOCCF,0,pubchem
CC(C#N)OCC(F)F,0,pubchem
C[Si](=O)[Si]=O,0,pubchem
CC(=O)P(=O)(F)F,0,pubchem
[B][B]B(C#CB([B])[B])B([B])[B],0,pubchem
O=C1CCCN1[Si],0,pubchem
FC(F)(F)C(F)(F)C(F)(F)CC[SiH3],0,pubchem
CC(F)(F)C(F)(F)OC(F)F,0,pubchem
FC(F)(F)C1OC1(F)F,0,pubchem
CC(=O)OC1(F)C(=O)OC(=O)C1(F)F,0,pubchem
FC(F)OC(F)(F)C(F)F,0,pubchem
CC(C#N)N(C)C(=O)C(F)(F)F,0,pubchem
CCOC(=O)C#CC(C)C,0,pubchem
CCOC(=O)CC(=O)F,0,pubchem
O=S1(=O)OC1(F)C(F)F,0,pubchem
FC#CCC(F)(F)F,0,pubchem
CC(F)C(F)(F)CF,0,pubchem
CC(F)OC=O,0,pubchem
CCCC(=O)ON=O,0,pubchem
CS(=O)(F)=S,0,pubchem
CC(C)(C#N)C(C#N)CCC#N,0,pubchem
CC#CCCC#N,0,pubchem
O=COCCCF,0,pubchem
FC1(F)CC1(F)F,0,pubchem
C#S(F)(F)F,0,pubchem
N#CCC1C#CCCC1,0,pubchem
O=C(OC(F)F)OC(F)F,0,pubchem
C#CC(C)C(F)(F)C(F)(F)F,0,pubchem
FC1OCOO1,0,pubchem
COC(=O)C#CCCCC#N,0,pubchem
O=PC(F)(F)C(F)(F)C(F)F,0,pubchem
CC(F)CC(C)(F)F,0,pubchem
CC(=O)N(C)F,0,pubchem
CC(C)OC(=O)[Si],0,pubchem
O=C1OCC(C(F)F)(C(F)F)O1,0,pubchem
O=C1CCOC(C(F)(F)F)(C(F)(F)F)O1,0,pubchem
CC(F)(F)CCCC(F)F,0,pubchem
CCC#COC,0,pubchem
N#CCCS(=O)(=O)C(F)(F)F,0,pubchem
FCC1(F)OC1(F)F,0,pubchem
CC(=O)OC#CC(C)C,0,pubchem
O=C1OC(F)C(F)(CC(F)F)O1,0,pubchem
FCC1(F)OC1(F)C(F)(F)F,0,pubchem
FC(F)C(F)(F)OC(F)(F)F,0,pubchem
O=C1OC(=O)C(F)(CF)C(F)C1(F)F,0,pubchem
CCC1(C)C(=O)OC(=O)C1C,0,pubchem
C#CCCCCC#N,0,pubchem
C#CCC(C)(F)F,0,pubchem
CCCC(=O)OC(=O)C(F)F,0,pubchem
CN(P=O)P=O,0,pubchem
CC(=O)OC(C)ON=O,0,pubchem
CCC(C)C(=O)OC(=O)C(F)(F)F,0,pubchem
N#CCCOS(=O)(=O)C(F)(F)F,0,pubchem
O=NOS(=O)(=O)C(F)(F)F,0,pubchem
CC(C)C1C#C1,0,pubchem
CC(F)(F)CC(F)C(F)(F)F,0,pubchem
CC(F)(F)CCF,0,pubchem
CC(F)C(F)(F)C(=O)F,0,pubchem
CC(CC#N)[SiH](C)F,0,pubchem
O=CCO[SiH3],0,pubchem
O=COC1CCCO1,0,pubchem
CCC1(C(F)(F)F)OC(=O)CC(=O)O1,0,pubchem
CC(F)C(F)C(F)(F)F,0,pubchem
O=CC12OC1O2,0,pubchem
CC1(F)OC(=O)OC1F,0,pubchem
O=P(=O)C1OS1,0,pubchem
O=CCCC(=O)ON=O,0,pubchem
CSS(=O)(=O)CC#N,0,pubchem
FC(F)(F)C#CC1(F)OC1(F)F,0,pubchem
[B]C(F)(C(F)F)C(F)(F)F,0,pubchem
FC(F)(F)C1OC1(F)C(F)(F)F,0,pubchem
CC(OC(=O)C(F)(F)F)C(F)(F)F,0,pubchem
O=NOOC(F)(F)F,0,pubchem
