std_smiles,expt_test,database
CCOCO[Si](C)(OC)OC,0,pubchem
CCP(C)(=O)CC,0,pubchem
CC#CC(C)(C)OCC,0,pubchem
CCC(C)(C#CC=O)OCOC,0,pubchem
CCCCCC(CC)C1CO1,0,pubchem
CCCC(C)OOC,0,pubchem
CN(C)C(=O)C1COCOC1,0,pubchem
CC(C)CCC(F)C(C)C,0,pubchem
CCC1(CC)CCC(C=O)O1,0,pubchem
CCC(C)C(C)(C)C,0,pubchem
CCCC1CCCCC1[Si],0,pubchem
CCOC(C)(C(C)(C)C)C(F)(F)F,0,pubchem
CCCCCC1CC1C,0,pubchem
CC(=O)N1CC(C)(F)C1,0,pubchem
C1CCC[Si]O[Si]CC1,0,pubchem
CC(C)OCSC#N,0,pubchem
CCN1OP2(=O)ON(O2)C1=O,0,pubchem
CCC1COC(C)(C)C1,0,pubchem
CCC12CCCC(O1)C(C)O2,0,pubchem
COO[SiH](C)C,0,pubchem
CC(C)C(CCC(F)(F)F)C(C)(C)C,0,pubchem
CCC(C)C1OC1OC,0,pubchem
[CH]C(C(=O)N(C)C)C(C)C,0,pubchem
C1#CCC#CC#CCC#CC#CCC#C1,0,pubchem
COC1OC(C)C(C)O1,0,pubchem
CCC(CF)CC(CC)CF,0,pubchem
CC1(C)CC(C)(C)[Si]1,0,pubchem
CC1(C)OC(CC#CC=O)C(CC#CC=O)O1,0,pubchem
CC(C)OCC1CCC1,0,pubchem
CC(C)OCC[Si],0,pubchem
COP(=O)(COC(C)C)OC,0,pubchem
CC(C)C(C)S(=O)CC#N,0,pubchem
CC(F)CCCOC(C)C,0,pubchem
CCCCC1BCCCC1,0,pubchem
C#CCC(C)CCC1OC1(C)C,0,pubchem
CCCCC(C)(C)CC(C)C(F)(F)F,0,pubchem
CB1OC(=O)CCCN1C,0,pubchem
[Si][SiH]([Si])O[SiH]([Si])[Si],0,pubchem
CCC#CC#C[Si](C)(C)C,0,pubchem
CCCC1(CC)OCOCO1,0,pubchem
CCCCC(C)CC(CC)CC,0,pubchem
CCOC(=O)CN(C(C)C)S(=O)(=O)C(F)(F)F,0,pubchem
CC#C[Si](C#CC)(C#CC)OC(C)(C)C,0,pubchem
CCC(CC)C(CC)CC,0,pubchem
CSP1(=O)OCC(C)CO1,0,pubchem
C#CC#CC#CC#CC#CSC(C)=O,0,pubchem
CCC(C)C(C)C(CC)OC=O,0,pubchem
C[Si](C)(F)CCOCC(F)(F)F,0,pubchem
COC(C)OP(C)(C)=O,0,pubchem
C#CC1OP(=O)(OC)OCC1(C)C,0,pubchem
COS(C)(C)C,0,pubchem
CC(C)CC(C)C(C)C,0,pubchem
FC1COCCCN1F,0,pubchem
COCC1COC(C(F)(F)F)C1,0,pubchem
CN1CC(F)(F)CC1C#N,0,pubchem
CC(C)(CC#N)S(C)(C)F,0,pubchem
CCN1C(=O)CC(C)(C)C1=O,0,pubchem
[CH]CC(=O)C([CH])=O,0,pubchem
CCC1(C2CO2)OCC1C(F)(F)F,0,pubchem
CCCCC(CC)C(F)CC,0,pubchem
CON1[B]OCC1,0,pubchem
COCC(C)(F)CC=O,0,pubchem
C1#CC2(CCC1)CC2,0,pubchem
CCC1CCCOC1OC,0,pubchem
CCCO[SiH2]OCCC,0,pubchem
CC#CCCN1C(=O)CC(C)(C)C1=O,0,pubchem
CCC1(C)COCC1(F)C(C)(F)F,0,pubchem
O=C(C1CC1C(F)F)N1CCC1,0,pubchem
CN(C)S(=O)(=O)CCCC(F)(F)F,0,pubchem
COOP(=O)(OOC)C(C)C,0,pubchem
CCCO[SiH2]C(C)C,0,pubchem
CC[Si](C)(OC)OC,0,pubchem
CCOC1CC(C(F)(F)F)OCO1,0,pubchem
CCC(C)[SiH2]OC(C)C,0,pubchem
CC12COC(CCC#N)(OC1)OC2,0,pubchem
CC1CCOC2(OCCC(C)O2)O1,0,pubchem
CC1B2CCC21,0,pubchem
CCC(=O)C(C)(C)C(C)(F)F,0,pubchem
CN1CC(C(F)(F)F)CCC1=O,0,pubchem
CC(C)(C#N)N1C(=O)C2CCC(C2)C1=O,0,pubchem
CCCC[Si](F)(F)CCCC,0,pubchem
CCS(C)(CC)C(F)(F)F,0,pubchem
CCC1CCOC(CC)O1,0,pubchem
C1CC(C2CCO2)C1,0,pubchem
CCC(CC)C(C=O)C=O,0,pubchem
CC(C)C(=O)N1CCCCC1=O,0,pubchem
CC[Si](OC)(OC)OCCF,0,pubchem
CCCC#CCCCCCC,0,pubchem
CCCCO[SiH2]C(C)CC,0,pubchem
CN1CCC(CC(F)F)C1=O,0,pubchem
[CH2]C1CCCC1C,0,pubchem
CN(C)C(=O)S(C)(C)C,0,pubchem
[CH]1CCCSO1,0,pubchem
CCCCPOC(=O)C(F)(F)F,0,pubchem
CN(C)P=S,0,pubchem
COCC1(OC)OCCCO1,0,pubchem
CC(C)CC1(C)CCCO1,0,pubchem
CO[Si](C)(C)[SiH],0,pubchem
CSC(=O)CCCF,0,pubchem
CC(C)OC(=O)C(F)C(=O)C(C)(C)C,0,pubchem
CC1(C=O)CCCCC1F,0,pubchem
CCCOC1OCCC(C)O1,0,pubchem
C[SiH](OS(=O)(=O)C(F)(F)F)C(C)(C)C,0,pubchem
CCOCCCCC=O,0,pubchem
CCOC(=O)C#CC(C)(C)CCOC,0,pubchem
CCN(CC(C)C)C(=O)C(F)(F)F,0,pubchem
CCC1CC(C)OC(C)(C(=O)OC)O1,0,pubchem
CCO[Si](OCC)(OCC)C(C#N)CC,0,pubchem
CCCC(CCC)COC,0,pubchem
COC(CCF)C(C)C(F)(F)F,0,pubchem
O=C(N1CCCC(F)C1)C(F)(F)F,0,pubchem
CCC1COC(C)N1C=O,0,pubchem
CCC1CC(C)C(F)C1,0,pubchem
CC(=O)N1C(=O)N(C(C)=O)C2CC21,0,pubchem
CC(P)(CF)OCF,0,pubchem
CC(C)CC(C)CCC=O,0,pubchem
COC(=O)C(C)C(C)(C)C(C)C,0,pubchem
CCN1C(C)(C)C1(C)C#N,0,pubchem
CC(C)C#CC1(C)CCC1,0,pubchem
CCC(F)CC(C)=O,0,pubchem
CC#CC#CC#CC#CC#CC(C)CC(C)C,0,pubchem
CCC#CC(C)CCCCCC,0,pubchem
CCC(C)C(=O)N1CCCC1=O,0,pubchem
CCOC[SiH2]C(C)C,0,pubchem
FCCPCCF,0,pubchem
CCOC(C(C)F)C(F)CF,0,pubchem
CCC(C)C(CC)(CC)O[Si],0,pubchem
CCCCCC[Si](C)(C)F,0,pubchem
CCN(CC)S(=O)(=O)C(F)(F)C(F)F,0,pubchem
CCC(C)CCOC(C)C,0,pubchem
CC1(C)PS1,0,pubchem
CCCCCCCO[SiH2]CC,0,pubchem
CCCCC12OCC(CO1)C(C)O2,0,pubchem
CCC1CC(C)(F)CO1,0,pubchem
CC1CC(C)(C=O)OC(C)O1,0,pubchem
CCC[Si](C)(C)OC(=O)C(F)(F)F,0,pubchem
CCOC1(C)CCCO1,0,pubchem
CCCC(CC)C(C)OC,0,pubchem
CSOC1CCCCO1,0,pubchem
COC1OCC(C)(C)O1,0,pubchem
CCCCC(C=O)(C=O)CC,0,pubchem
CC(C)COP,0,pubchem
C[CH]OCCCC,0,pubchem
CC1OOCCCCOO1,0,pubchem
CN1C#CC(C=O)CC1,0,pubchem
CC#CCO[CH]CC,0,pubchem
[CH]COCOC,0,pubchem
CC(C)C1CCCC(F)C1,0,pubchem
CC1CC2(CCCO2)C1,0,pubchem
CC(C)C(C)C1(F)OC(F)(F)OC1(C)F,0,pubchem
CSCCOC(=O)C(F)(F)F,0,pubchem
[B]C(C(C)C)C(C)(C)C,0,pubchem
COC(C)(F)C(F)(F)OC,0,pubchem
CO[Si](C)(C)COC=O,0,pubchem
CC1(C)OC(=O)CC12OC2(C)C,0,pubchem
CC(C)C#CC1CCC#CCC1F,0,pubchem
C#CCCCCC12OCC(CO1)CO2,0,pubchem
C[Al]OC(C)C,0,pubchem
CCOC(C)(C)OC,0,pubchem
CC(C)CC(CCF)C(C)C,0,pubchem
C1COSCSOC1,0,pubchem
CCCC(CCC)OCC(F)(F)F,0,pubchem
CCOC1(OCC)COO1,0,pubchem
CCOC(C)OC(C)C,0,pubchem
CCC(CC=O)C(C)(C)F,0,pubchem
CCOC(C=O)(OCC)OCC,0,pubchem
CCC(CCCC(F)(F)F)OC,0,pubchem
CCCCOP(=O)(CC)OC,0,pubchem
CCCCC#CCOCC,0,pubchem
CCC(C)C(C)(C)OC,0,pubchem
CC(C)C(C)(C)[Si]N(C)C(=O)C(F)(F)F,0,pubchem
COP(C)(C)=S,0,pubchem
CC(=O)N(C)C1(C=O)CC1,0,pubchem
CC1(C#N)CCC2CCCC21,0,pubchem
CCC1CCCC(C)CO1,0,pubchem
CCCCCCC(F)OCCCC,0,pubchem
Cc1cnc2onncc1-2,0,pubchem
CCCCC1CCOC1CC,0,pubchem
CC1OC1COCC1(C)CO1,0,pubchem
CC(C)C1CN1S(=O)(=O)C(F)(F)F,0,pubchem
CCCN1C(=O)CC(C)C1=O,0,pubchem
CCOC1(CF)CC(C(F)(F)F)CO1,0,pubchem
[B]C(C)(C)CC(C)(C)CC,0,pubchem
CCCC[Si]CCCF,0,pubchem
CCCCC1CC(CCC)O1,0,pubchem
CCOP(=O)(CCOCC(F)(F)C(F)F)OCC,0,pubchem
CC(F)N1C(=O)CCC1C,0,pubchem
CO[Si](CCCF)(OC)OC,0,pubchem
CC(C)P(C)(=O)OCC(F)(F)F,0,pubchem
FC1CCC(F)S1,0,pubchem
CCCC(=O)N(C(C)=O)C(=O)CCC,0,pubchem
CC(C)OCCOCC(F)(F)F,0,pubchem
CCC1OCOC1C,0,pubchem
CCC1COC(CC)O1,0,pubchem
CCC1(CC)CC(CC)(CC)C(=O)OC1=O,0,pubchem
CCCOC(C)OC,0,pubchem
CC1C(C)C1OC=O,0,pubchem
CCCN(C#N)CC(F)F,0,pubchem
CCC#CC(C)(C)CC(C)OC,0,pubchem
C1#CC2(CC1)CC2,0,pubchem
CCOOC(C=O)CC,0,pubchem
CCCCC12OCCC(C)(CO1)O2,0,pubchem
CCCC#CC(=O)CCCC,0,pubchem
CCO[Si](C)(CF)OCC,0,pubchem
CCC(=O)N1CC(C(F)F)C1,0,pubchem
CCN(CC)C(=O)CC=O,0,pubchem
CC1COC(C=O)C1C,0,pubchem
CC1(C)COCC(C=O)O1,0,pubchem
CC1SOSC1C,0,pubchem
CCC#C[Si]1(C#CCC)CCCC1,0,pubchem
CC(C)(C)[Si](C)(C)OS(=O)(=O)F,0,pubchem
CC(C)OCCC(F)(F)C(C)C,0,pubchem
CC#C[Si](C#CC)(C#CC)CCCC,0,pubchem
CCC(C)(C)C(F)(F)C(C)(F)C(C)C,0,pubchem
CC#CC(CC)(CC)CC,0,pubchem
CC(C)OC(C#CC=O)OC(C)C,0,pubchem
CC(C)(C)C(=O)N1CCC1=O,0,pubchem
CCOCO[SiH](C)C,0,pubchem
COP1(=O)OC(C)CCS1,0,pubchem
CCOC(CC)OC,0,pubchem
CPCCCF,0,pubchem
CCC(C)(C)C1CCCO1,0,pubchem
CCCCP1(=O)OCC(C)O1,0,pubchem
CCCCC(OCC(F)(F)F)C(=O)OC,0,pubchem
CCC1(C)OCCCO1,0,pubchem
CC(C(F)(F)F)C1([Si])CCCCO1,0,pubchem
CCCCOOC(F)CCC,0,pubchem
COCC12COP(=O)(OC1)O2,0,pubchem
CCC1(CC)COB(C)OC1,0,pubchem
COC(C)C(=O)N1CCC1,0,pubchem
CC(C)(C)OC(F)(F)OC(C)(C)C,0,pubchem
CCCCC1OC12CC2C,0,pubchem
CCOC1CCCN1C=O,0,pubchem
CC(C)(CCC#N)[Si](C)(C)F,0,pubchem
CCC1CCCC(C)C1,0,pubchem
CCC(C)(C)CC(C)(C)F,0,pubchem
CC1(F)CC(F)SC1(F)F,0,pubchem
CCCCC(C)C(F)(F)OCC,0,pubchem
CC(CC(F)(F)F)OC(C)(C)C(C)C,0,pubchem
O=C1CCCCCN1C(=O)C(F)(F)F,0,pubchem
CCOC1(C)OCC(C)(C)O1,0,pubchem
CC(=O)COCC(C)(F)F,0,pubchem
CCC1(OC)CCCCO1,0,pubchem
CC(C)C(=O)N1C(=O)CCC1F,0,pubchem
CCCCCCCCCCC,0,pubchem
CCOC(C)(C)CF,0,pubchem
C[B]OCCCCCC,0,pubchem
COC1OC1C(C)C,0,pubchem
CCC(OC=O)C(C)(C)C(C)C,0,pubchem
CC[Si](CC(F)(F)F)(OC)OC,0,pubchem
CC#CC(C)CCC(C)CC,0,pubchem
CCC1CCC(C(F)(F)F)OC1,0,pubchem
CSSC(C)C=O,0,pubchem
CC1(C)CC(=O)C(C)(C)OC1=O,0,pubchem
CC(C)OC1CCC(F)(F)CC1,0,pubchem
CC1(C)CC2(CC2)C1,0,pubchem
CCCCCC[SiH2]CC,0,pubchem
CCCCCSOC(=O)C(F)(F)F,0,pubchem
CCC12CCCCC1O2,0,pubchem
CCC(OC(C)C)C(=O)O[Si],0,pubchem
CC1OC1OC1OC1C,0,pubchem
CCCCC(CC)OCC,0,pubchem
CCC(F)C(C)(C)COP=O,0,pubchem
CON1C(=O)CC(C(C)C)C1=O,0,pubchem
CCC(C)C(F)C1CO1,0,pubchem
CCC(C)N(C)C(=O)C(F)(F)C(F)F,0,pubchem
CS1(#N)CCC(C#N)C1,0,pubchem
O=CCCC(C=O)CCC=O,0,pubchem
CC(F)C(C)OC1CC1,0,pubchem
O=CCC(=O)OCOC(=O)CC=O,0,pubchem
CC(C)COC(C)C,0,pubchem
CC#CC(=O)CCCCC,0,pubchem
CCOC(=O)C(C)(C)OC,0,pubchem
CC(C)(C)OP(=O)(C=O)OC(C)(C)C,0,pubchem
CC(C)C1OCC(F)(F)CO1,0,pubchem
CC(C)CCOCC(C)F,0,pubchem
COC(C=O)OC(C)C=O,0,pubchem
COCCCCC(C)OC(=O)C(F)(F)F,0,pubchem
CCOP(=O)(OCC)C(=O)C(C)(C)C,0,pubchem
C1CC2COC2C1,0,pubchem
CC(C)[B]C(C)C,0,pubchem
Cc1c2noc1-2,0,pubchem
[B]CCCCC(C)=O,0,pubchem
CCCCCC(F)C(C)CC,0,pubchem
C#CC#CC#CC#CC#CC#CC#CSC(C)=O,0,pubchem
F[CH]C1(F)CCCC1,0,pubchem
CCC(C)OP(=O)(CC)OC,0,pubchem
CCC(C)COC1CCCO1,0,pubchem
CCC(C)COCCC(F)(F)F,0,pubchem
CCC1(C)CC(C)(C)OS1(=O)=O,0,pubchem
CC#CCCOCCC#CC,0,pubchem
CC1C#CC2(CC1)CC2,0,pubchem
CC(C)C(C)N(C)C(=O)C(F)(F)F,0,pubchem
CCCCCCCO[Si],0,pubchem
COC1OC(C)OC1C,0,pubchem
CC1CCC(C)(C)O1,0,pubchem
CCCOC1(C)CCC(F)O1,0,pubchem
COC[SiH](COC)OC,0,pubchem
CCCCCC[Si](F)F,0,pubchem
COC(F)CC(C)(C)C,0,pubchem
CCC12OCC(C)(CO1)CO2,0,pubchem
CSSN1C(=O)CCC1=O,0,pubchem
CCC1CCC(=O)N(CC)C1=O,0,pubchem
CCCCC(C)(OC)C(F)(F)F,0,pubchem
CCC1CCOC1COC,0,pubchem
CCC1(OC)OC(C)CC(C)O1,0,pubchem
CCC(CC)C1OC1C,0,pubchem
COP(=O)(CCOCC(F)(F)C(F)F)OC,0,pubchem
CCC(C#CC(=O)OC(C)(C)C)CC(C)C,0,pubchem
CCN(C)S(F)(F)F,0,pubchem
CCCCCC(CF)C(C)C,0,pubchem
CCCC1OCCCC1CC,0,pubchem
CCC12CCCC(C)(CO1)O2,0,pubchem
COC(C)(C)C(F)C(C)F,0,pubchem
CCOC(C)OC1(C#N)CCC1,0,pubchem
FC(F)(F)COCC1CCCO1,0,pubchem
CC(C)C1CCC#CC(F)(F)CC1,0,pubchem
CCO[Si]1(OCC)CCCO1,0,pubchem
CCCCOC(C=O)CCC=O,0,pubchem
CC#CCCCC#CCCCC,0,pubchem
COCOCOCC1COC1,0,pubchem
COP(=O)(CCCC=O)OC,0,pubchem
C[Si]([SiH3])([SiH3])[SiH3],0,pubchem
CB1CCCCC1C,0,pubchem
CCCC1(CC)OCC(C)O1,0,pubchem
CCCCOC1C2OC12,0,pubchem
CCC1C23CC12C3,0,pubchem
CC(C)(C)CC1(C(F)(F)F)CCO1,0,pubchem
CC(CC#N)B1OCC(C)(C)CO1,0,pubchem
CC1OCC1CN(F)F,0,pubchem
CCCCB1OCCCCO1,0,pubchem
CC1(C)CCS(=O)O1,0,pubchem
CC(C)C#CC12CCCCC1O2,0,pubchem
CC(C)(C)C(=O)C(F)C=O,0,pubchem
O=C(OC1CCCN1OC(=O)C(F)(F)F)C(F)(F)F,0,pubchem
COCC(F)(F)COSC(F)(F)F,0,pubchem
[B]C(OC(C)C)OC(C)C,0,pubchem
COP1(=S)OC(C)CC(C)O1,0,pubchem
CN(CC1CC1)C(=O)C(F)(F)F,0,pubchem
[B]CCCC(=O)OC(C)(C)C,0,pubchem
CC(F)CC#CC1CCCCC1,0,pubchem
CN(CC1CC1)C(=O)C(F)F,0,pubchem
CCOC(=O)C(C(F)(F)F)C(C)(C)OC,0,pubchem
CCSN1C(=O)CCC1=O,0,pubchem
CCOC1(C)OCCC(CC)O1,0,pubchem
FC1CCCC2CC12,0,pubchem
CCC1C#CN1C,0,pubchem
CC(C)C#CCCC1CCC1,0,pubchem
CCC(C)N1C(=O)CCC1=O,0,pubchem
CCCC[SiH2]OC(C)CC,0,pubchem
CCC(C)(C)[SiH3],0,pubchem
CC#CCN(CC#CC)C(=O)C(C)C,0,pubchem
C#CC(F)(F)C(C)CC(C)(C)C,0,pubchem
CCCCC#CC(=O)CC,0,pubchem
CCCCC(CCC)OCO[SiH3],0,pubchem
CCC(CC)CC(C)(F)CC,0,pubchem
CN(C)C(F)(F)C(F)C(F)(F)F,0,pubchem
CN(C)C(=O)C(F)(F)CCC=O,0,pubchem
COP(=O)(OC)N(C)C,0,pubchem
CCCCC[SiH2]OCCCC,0,pubchem
CC1(COC(C)(F)F)COC1,0,pubchem
CC#C[Si]1(C#CC)CCCC1,0,pubchem
CC1CCC(C)(N(F)F)O1,0,pubchem
CCCCCCCCCC(F)[Si],0,pubchem
C[Si]1(C)CCCC1=O,0,pubchem
CCCCC#CC(C)(C)C(C)C,0,pubchem
CC(C)C(C)C(CF)CF,0,pubchem
CC(=O)N1CC2(CCOC2)C1,0,pubchem
COC1CC(C)C1(F)F,0,pubchem
C1CC(C2CC2)C1,0,pubchem
C#CCC(C)CC#C[Si](C)(C)C,0,pubchem
CC1(C)OC(=O)C2CCCC21,0,pubchem
[B]N(C)CCC,0,pubchem
CCC1OCC(F)CC1C,0,pubchem
CC(C)C[SiH2]C(C)C,0,pubchem
CCC(C)C1OCCO1,0,pubchem
CCCCO[SiH2]OCCC,0,pubchem
CCCCC1[CH]CCCO1,0,pubchem
CCC(C)(C(=O)OC(C(C)C)C(C)C)C(F)F,0,pubchem
CCCCCCC(C)OCC(F)(F)F,0,pubchem
CN1C(=O)CCC1CF,0,pubchem
CC(=O)CCC#CCF,0,pubchem
CC(C)C(F)P,0,pubchem
CCCCCCOC(F)(F)CCC,0,pubchem
CC1OC1C(=O)N(C)C,0,pubchem
COC(=O)CCN(CC(F)(F)F)C(C)=O,0,pubchem
CC(=O)OC(C(C)C=O)C(C)C=O,0,pubchem
FC1CCCCN1F,0,pubchem
CC(F)SCC(F)(F)F,0,pubchem
CCCCCCCCC(CC)CF,0,pubchem
CCCCCCCC(C)CC,0,pubchem
CCOCC1(CC)CC1,0,pubchem
COC1(CF)CCCCO1,0,pubchem
CCCP(=O)(F)OC(CC)CC,0,pubchem
CCCCCCC(CC)CC,0,pubchem
CCC(OP(=O)(F)CC)C(C)C,0,pubchem
CC1CCOC(CC(F)(F)F)C1,0,pubchem
CCC(C#N)C1CCC(=O)N1C(C)C,0,pubchem
C1OC2(C3CC3)OCC1CO2,0,pubchem
CSOCC1CN(C=O)C1,0,pubchem
CC12[B][B][B][B][B][B][B][B][B]C1[B]2,0,pubchem
CCC1(CC)CC1CCF,0,pubchem
CCC(CC)(CC)OCC(F)(F)F,0,pubchem
CCOP(=O)(OCC)C(C)(C)C=O,0,pubchem
CC[SiH2][SiH2]C,0,pubchem
CC(C=O)N(C)S(C)(=O)=O,0,pubchem
CCN1C(=O)SC(C)(C)C1=O,0,pubchem
CCC#CCCOC(F)(F)C(C)C,0,pubchem
C[SiH2]CCC[SiH](C)C,0,pubchem
CCCCC(C)(C)OCC(F)(F)F,0,pubchem
CC#CCC(CC)C(C)CC,0,pubchem
C[Si](C)(C)C#CC#CCCCC=O,0,pubchem
CCCC(C)(C=O)C(C)CC,0,pubchem
CCOC1(C)CCC1,0,pubchem
CCCCC(CC)OCC(F)(F)F,0,pubchem
FC1(F)CSC(F)(F)C1,0,pubchem
CC(C(C)(C)C#N)S(C)(C)F,0,pubchem
C#C[SiH2]C(C)(C)C(C)C,0,pubchem
CC1(F)CC1CC1CCC1,0,pubchem
CC1CCO[Si]2(CCC2)O1,0,pubchem
CC1OC(C2CC2C)O1,0,pubchem
CCC(C(C)C)C(C)COC=O,0,pubchem
CC1OC1C1CCC1,0,pubchem
CCC1(C2OC2(C)C)CO1,0,pubchem
CCC1(CC)CC(=O)N(C)C1=O,0,pubchem
CCCO[SiH](C)CC,0,pubchem
CCCCCOCC,0,pubchem
C[SiH2][SiH]([SiH3])CCC(F)(F)F,0,pubchem
CN1CCC(=O)N(CC(F)(F)F)C1=O,0,pubchem
CCCCO[Si]CC,0,pubchem
CC[B]SCC,0,pubchem
CCCC[SiH](C)CC,0,pubchem
CCCC(CC)C1OC1C,0,pubchem
CC(C)C1CCCC1,0,pubchem
CCCC(OC)C(C)C,0,pubchem
CCCO[SiH](OC)OCC,0,pubchem
CC(C)OCCC1CC1,0,pubchem
CC(C)(CC(C#N)C#N)[Si](C)(C)F,0,pubchem
CCC(C=O)CCCC=O,0,pubchem
CCOC1(OC)CCCCO1,0,pubchem
COC(C)(C)C[NH],0,pubchem
CCCCCC1OCC1C,0,pubchem
CSCC(F)F,0,pubchem
COCOCCC[SiH2]C,0,pubchem
CCCCC(C)C1OC1C,0,pubchem
CCCCCC1(C)OC1CC,0,pubchem
CCC1(C)CC#CC(F)(F)CCCC1,0,pubchem
C[Si]N(C)OC(=O)C(F)(F)F,0,pubchem
CCCCCCCOC,0,pubchem
COC(C)(C(C)(C)C)C(F)(F)F,0,pubchem
CC1CCC(C=O)C1F,0,pubchem
CCC(CC)C(CC)CCCF,0,pubchem
CCCCC1COC(CC)O1,0,pubchem
CCC(CCOC)COC,0,pubchem
COC(OC)C(C)C(F)(F)F,0,pubchem
CCCCOC(C)OC,0,pubchem
CC1(C)OCC(C)(C(F)(F)F)CO1,0,pubchem
CC12COC(C)(OC1)OC2,0,pubchem
CC(F)C(C)(C)C(C)OP=O,0,pubchem
COCOCC1CC1,0,pubchem
CCOCC(F)OCC,0,pubchem
CCCC[SiH2]OCC(C)C,0,pubchem
CCCC(C)(C=O)OC,0,pubchem
CCN1C(=O)C(C)C(C)C1=O,0,pubchem
CCCCOC1OCC(C)O1,0,pubchem
CC#CCN(CC)C(=O)C(C)C,0,pubchem
[B]1[B][B]C2[B][B][B]C([B][B]1)[B][B]2,0,pubchem
CCC(C)CCCC(CC)CC,0,pubchem
CCCC#CC(C(C)C)C(C)C,0,pubchem
C[Si](C)CCCF,0,pubchem
FC1CSC(F)(F)C1F,0,pubchem
CCC#C[Si](C)CCCC,0,pubchem
CC1CCC(C(F)F)OC1C,0,pubchem
CC(C)OCCC[SiH3],0,pubchem
[Si]C[Si]C[Si]C[Si],0,pubchem
CO[Si](C)(OC)O[SiH2]C,0,pubchem
CCCC(=O)SC(C#N)CC,0,pubchem
CN(C)C[SiH](F)F,0,pubchem
CC1CSC(=O)C(C#N)C1,0,pubchem
CC1CC(=O)O[Si](C)(C)C1,0,pubchem
CCC(C)(C)CC1(C)CO1,0,pubchem
CCCC1CCCC1C,0,pubchem
CC1CSC(F)(F)C1(F)F,0,pubchem
COC1CCOC1OC,0,pubchem
CO[Si]C(C)(C)CC(F)(F)F,0,pubchem
CCCCC(C#N)S(C)(C)F,0,pubchem
CCC(C)[Si](F)CC,0,pubchem
CCOCCC1OC1C,0,pubchem
CC1COCC1(C)F,0,pubchem
CCC(C)(C)COC,0,pubchem
C#CCN(C)[B]C=O,0,pubchem
CC12CCCCC1C2(F)F,0,pubchem
CN1CC(CC(F)F)CC1=O,0,pubchem
CC(=O)OC1(N2C(=O)CCC2=O)CC1,0,pubchem
COC1(C)CC(C)(OC)O1,0,pubchem
CCCC1CCN(C(=O)C(F)F)C1,0,pubchem
CC(C)(C)CCOCC(F)(F)F,0,pubchem
CC1(C)C(=O)COC(=O)C1(C)C,0,pubchem
CC(C)(C#N)CCCCOCC(F)(F)F,0,pubchem
CCCOP(C)(=O)CC=O,0,pubchem
[B]OCC(CC)(CC)CC,0,pubchem
CCOC(C#CCF)OCC,0,pubchem
CCC1(C)OC(C)(F)C(C)(F)O1,0,pubchem
COC(C)OCCF,0,pubchem
N#CC1CCCN1OC(=O)C(F)(F)F,0,pubchem
C#CC(=O)C(C)(C)C,0,pubchem
CCSC(C)(C#N)CC,0,pubchem
CC(C)CCOC(C)C,0,pubchem
CCCCOCC(F)CC,0,pubchem
CO[Si]1(CCC(F)(F)F)OC(C)C(C)O1,0,pubchem
FC(F)(F)COC1CCCCO1,0,pubchem
CCCCC12CC(C)(C1)C2,0,pubchem
COC(COC=O)OC,0,pubchem
CC(C)(F)C(=O)N1CCC(CC#N)C1,0,pubchem
CC(=O)SC(C#N)CC(C)C,0,pubchem
CCC(C)C(CC#N)CCOCC(F)F,0,pubchem
O=CCCCCOCC(F)(F)F,0,pubchem
CC(C#N)COC(C(C)C)C(C)C,0,pubchem
CP(C)P=S,0,pubchem
CC(C)(P)CF,0,pubchem
C[Si](F)(F)C1CCCCC1,0,pubchem
CCCC(C)C(CC)CCC,0,pubchem
CC(C)(C#N)CCCCC(C)(C)C#N,0,pubchem
CCCOOCC1OC1C,0,pubchem
CN1CC(C)(CC#N)C1,0,pubchem
CC(C)OC1OC(C)C(C)O1,0,pubchem
C[Si](C)(C)C#CC(=O)C#CC(=O)C#CC(=O)C#CC(=O)C#C[Si](C)(C)C,0,pubchem
CCO[Si]OC(C)C,0,pubchem
COC1(OC)OCCCCO1,0,pubchem
CCOC(O[SiH3])OCC,0,pubchem
CCC(F)(F)CCCOC(C)C,0,pubchem
C#CC(CCC)(CCC)C(C)C,0,pubchem
CCCCCC#CCB1OCCCO1,0,pubchem
COC(=O)C#CCCC#CC(C)=O,0,pubchem
CC(=O)C[SiH3],0,pubchem
COC1OCC2(COOC2)CO1,0,pubchem
CCCCCCC(F)(F)COCC,0,pubchem
CC(C#N)C1(C)CS1(C)F,0,pubchem
CCN1C(=O)C2CC(C2)C1=O,0,pubchem
CCCCC1OCC1(C)C,0,pubchem
C#C[Si](OCC)(OCC)OCC,0,pubchem
COC1(C)CCCCO1,0,pubchem
CC1CC2(C)OCN12,0,pubchem
N#CCC1CCC(COC(F)F)CC1,0,pubchem
C#SC(C)CC(C)C,0,pubchem
CCC#C[Si](C)C(C)CC,0,pubchem
CSSC1OC1C,0,pubchem
CC(C)CC(=O)N1CCC1=O,0,pubchem
CC(C#N)CN(C)C(=O)C(C)C(C)C,0,pubchem
CCCC(OC)C(C)C=O,0,pubchem
CCCCCCCCB1CCCO1,0,pubchem
CCCCCC1CC(F)CO1,0,pubchem
CCC(CC)P(=O)(OC)OC,0,pubchem
CCCP(=O)(OC)OC(C)C,0,pubchem
CCC(C)C(C)OP(=O)(F)CC,0,pubchem
