epoch,train_total,train_recon,train_kld,val_total,val_recon,val_kld,lr
21.0,47.56899833679199,47.50191402435303,0.0670846551656723,67.18365478515625,67.08223724365234,0.10141858458518982,0.001
22.0,45.682241439819336,45.606149673461914,0.07609150465577841,68.05669403076172,67.91344451904297,0.14325223863124847,0.001
23.0,47.17410087585449,47.053794860839844,0.12030676752328873,65.58676147460938,65.37677001953125,0.20999011397361755,0.001
24.0,46.94650745391846,46.77697563171387,0.1695316694676876,62.967769622802734,62.66446304321289,0.30330678820610046,0.001
25.0,46.62203788757324,46.369001388549805,0.2530367784202099,63.1911735534668,62.76198196411133,0.4291917085647583,0.001
26.0,46.476494789123535,46.16283893585205,0.31365618854761124,65.11698150634766,64.54972839355469,0.5672502517700195,0.001
27.0,46.6121244430542,46.160040855407715,0.4520825743675232,63.068809509277344,62.44116973876953,0.6276383996009827,0.001
28.0,46.111281394958496,45.64634323120117,0.46493805199861526,63.268699645996094,62.67711639404297,0.5915830731391907,0.001
29.0,45.90624237060547,45.45988845825195,0.4463544487953186,62.6794319152832,62.091068267822266,0.588362991809845,0.001
30.0,46.94275188446045,46.422091484069824,0.520659938454628,60.880611419677734,60.2849006652832,0.5957108736038208,0.001
31.0,47.23624801635742,46.71278953552246,0.523457296192646,62.95135498046875,62.378074645996094,0.5732815265655518,0.001
32.0,45.686760902404785,45.19821071624756,0.4885499030351639,63.25033187866211,62.68905258178711,0.5612783432006836,0.001
33.0,45.75481033325195,45.31577205657959,0.4390381947159767,62.27775573730469,61.74449920654297,0.5332582592964172,0.001
34.0,47.09738636016846,46.608062744140625,0.4893234446644783,62.09343338012695,61.595638275146484,0.4977947473526001,0.001
35.0,46.51661968231201,46.08241653442383,0.4342024549841881,61.05915832519531,60.56772994995117,0.4914299547672272,0.001
36.0,45.350369453430176,44.89499378204346,0.4553759843111038,61.89730453491211,61.35886764526367,0.5384383201599121,0.001
37.0,46.62807750701904,46.09305667877197,0.5350213795900345,62.95566177368164,62.40195083618164,0.5537123084068298,0.001
38.0,46.430410385131836,45.922701835632324,0.5077081620693207,59.8833122253418,59.33918380737305,0.544127345085144,0.001
39.0,45.884589195251465,45.41911602020264,0.46547407656908035,60.424591064453125,59.90713882446289,0.5174541473388672,0.001
40.0,45.59353733062744,45.17379951477051,0.4197382554411888,61.00054168701172,60.46723556518555,0.5333064198493958,0.001
41.0,45.7044734954834,45.17971992492676,0.5247530713677406,60.631317138671875,60.05420684814453,0.5771089792251587,0.001
42.0,44.17625904083252,43.71586799621582,0.46039048582315445,62.04923629760742,61.468650817871094,0.5805853009223938,0.001
43.0,45.25851345062256,44.68577575683594,0.5727372020483017,61.603824615478516,60.98009490966797,0.6237284541130066,0.001
44.0,44.32229042053223,43.85025119781494,0.47203977406024933,61.19786834716797,60.51206588745117,0.6858039498329163,0.001
45.0,43.27193832397461,42.75862407684326,0.5133131891489029,60.06362533569336,59.3389778137207,0.7246473431587219,0.001
46.0,45.43233394622803,44.858635902404785,0.5736981481313705,60.11796951293945,59.32963562011719,0.7883320450782776,0.001
47.0,44.961995124816895,44.21675968170166,0.7452358454465866,59.5694465637207,58.66603469848633,0.9034101963043213,0.001
48.0,43.35566520690918,42.696359634399414,0.6593053713440895,58.13214874267578,57.16164779663086,0.9705024361610413,0.001
49.0,44.957820892333984,44.113887786865234,0.8439330011606216,57.87031936645508,56.8526496887207,1.0176712274551392,0.001
50.0,44.3867130279541,43.46898365020752,0.9177288264036179,57.654808044433594,56.45515823364258,1.1996506452560425,0.001
51.0,43.83920192718506,42.782328605651855,1.0568733513355255,57.3592529296875,55.97196578979492,1.3872889280319214,0.001
52.0,42.64127254486084,41.57805824279785,1.063213661313057,57.740901947021484,56.22587585449219,1.5150254964828491,0.001
53.0,42.23995018005371,40.9614896774292,1.2784604132175446,57.255802154541016,55.51997375488281,1.7358288764953613,0.001
54.0,41.340189933776855,39.83290195465088,1.5072882175445557,56.49578857421875,54.50621032714844,1.9895800352096558,0.001
55.0,44.12239933013916,42.271732330322266,1.8506675958633423,54.014156341552734,51.9317626953125,2.0823936462402344,0.001
56.0,42.0909538269043,39.99098205566406,2.0999712347984314,55.353694915771484,53.36091613769531,1.9927794933319092,0.001
57.0,42.81331157684326,40.9517240524292,1.861588329076767,54.08277130126953,52.19076919555664,1.8920007944107056,0.001
58.0,40.48262119293213,38.86709022521973,1.6155302226543427,56.295169830322266,54.41839599609375,1.8767749071121216,0.001
59.0,41.023234367370605,39.25800895690918,1.7652249038219452,56.357757568359375,54.382957458496094,1.9747995138168335,0.001
60.0,40.905226707458496,39.156442642211914,1.748784750699997,54.580718994140625,52.45336151123047,2.1273586750030518,0.001
61.0,40.050323486328125,38.31870651245117,1.731616586446762,52.392677307128906,50.1356086730957,2.2570669651031494,0.001
62.0,41.57212257385254,39.7542781829834,1.8178443610668182,54.43002700805664,52.100643157958984,2.329383611679077,0.001
63.0,40.61856746673584,38.67391490936279,1.944652497768402,55.42089080810547,52.98965835571289,2.4312334060668945,0.001
64.0,41.0595817565918,38.76619338989258,2.2933881878852844,53.566837310791016,51.09455490112305,2.4722812175750732,0.001
65.0,41.84742832183838,39.66973686218262,2.1776912212371826,52.104042053222656,49.61858367919922,2.4854583740234375,0.001
66.0,40.27770805358887,38.20828437805176,2.0694233179092407,53.840057373046875,51.51061248779297,2.329446792602539,0.001
67.0,39.20656108856201,37.021212577819824,2.1853491365909576,52.68706512451172,50.41994857788086,2.2671170234680176,0.001
68.0,40.0455265045166,38.08309555053711,1.9624309539794922,54.84330368041992,52.25718307495117,2.5861198902130127,0.001
69.0,39.61848163604736,37.757694244384766,1.8607865869998932,51.886474609375,49.23038864135742,2.656085729598999,0.001
70.0,39.61242389678955,37.45671844482422,2.1557049453258514,54.16669464111328,51.55646514892578,2.6102283000946045,0.001
71.0,39.435818672180176,37.39518165588379,2.0406371355056763,53.34024429321289,50.78822326660156,2.5520217418670654,0.001
72.0,39.648627281188965,37.745737075805664,1.902890533208847,51.06003189086914,48.46207046508789,2.597961664199829,0.001
73.0,40.01308631896973,37.92693614959717,2.086149424314499,50.630393981933594,47.948299407958984,2.6820931434631348,0.001
74.0,38.84734630584717,36.61071968078613,2.236626774072647,54.489410400390625,51.80289077758789,2.686521530151367,0.001
75.0,39.6707124710083,37.4697790145874,2.2009333968162537,53.0405387878418,50.34895324707031,2.691584348678589,0.001
76.0,39.34300994873047,37.2327356338501,2.110273987054825,52.48951721191406,49.62516403198242,2.8643550872802734,0.001
77.0,39.5588264465332,37.14272403717041,2.4161020517349243,52.900535583496094,49.99568176269531,2.9048538208007812,0.001
78.0,38.87346363067627,36.44857311248779,2.424890160560608,51.474422454833984,48.66106414794922,2.813359260559082,0.001
79.0,38.7777042388916,36.54682540893555,2.230878531932831,55.26990509033203,52.428123474121094,2.841780662536621,0.001
80.0,38.11929512023926,35.92401313781738,2.1952818632125854,53.558467864990234,50.98706817626953,2.571399688720703,0.001
81.0,38.83561992645264,36.72874164581299,2.1068786680698395,50.673274993896484,48.0416145324707,2.6316606998443604,0.001
82.0,38.15148735046387,35.65933036804199,2.492156147956848,53.22135543823242,50.35696029663086,2.864396572113037,0.001
83.0,37.0480260848999,34.522080421447754,2.5259448289871216,53.33123016357422,50.514041900634766,2.817189931869507,0.001
84.0,38.76597023010254,36.10762405395508,2.6583468317985535,51.062599182128906,48.16368865966797,2.898909330368042,0.0005
85.0,36.94866943359375,34.14365196228027,2.8050171732902527,51.124324798583984,47.91681671142578,3.2075066566467285,0.0005
86.0,37.73367786407471,34.81637668609619,2.9173019528388977,51.71973419189453,48.11212921142578,3.6076037883758545,0.0005
87.0,35.718379974365234,32.481751441955566,3.2366281151771545,49.420188903808594,45.660980224609375,3.759207010269165,0.0005
88.0,35.9678955078125,32.54406976699829,3.423826575279236,51.929771423339844,48.15095520019531,3.7788166999816895,0.0005
89.0,35.855796813964844,32.391587257385254,3.4642093777656555,50.11237716674805,46.25270080566406,3.8596746921539307,0.0005
90.0,36.658541679382324,33.26291847229004,3.3956231474876404,48.447547912597656,44.4862060546875,3.9613430500030518,0.0005
91.0,34.95477819442749,31.570610523223877,3.384168028831482,49.482261657714844,45.465232849121094,4.017029762268066,0.0005
92.0,35.781643867492676,32.13715744018555,3.6444848775863647,51.73779296875,47.613651275634766,4.124140739440918,0.0005
93.0,36.378103256225586,32.54350423812866,3.8345985412597656,50.1728515625,45.95270538330078,4.220147132873535,0.0005
94.0,34.830413818359375,31.339452266693115,3.4909621477127075,48.25901412963867,44.158592224121094,4.100420951843262,0.0005
95.0,35.332634925842285,31.58647060394287,3.746163547039032,50.50969314575195,46.54338836669922,3.96630597114563,0.0005
96.0,35.14010524749756,31.361783981323242,3.77832168340683,49.70774841308594,45.87300109863281,3.8347465991973877,0.0005
97.0,33.63972187042236,29.968032360076904,3.671688973903656,48.3250617980957,44.61927795410156,3.7057836055755615,0.0005
98.0,34.03775215148926,30.42231321334839,3.6154388189315796,48.66957092285156,45.00461196899414,3.6649599075317383,0.0005
99.0,33.044464111328125,29.46205425262451,3.582409620285034,48.78300094604492,45.118656158447266,3.6643455028533936,0.0005
100.0,33.832326889038086,30.519580841064453,3.3127453923225403,50.264102935791016,46.42864990234375,3.835453510284424,0.0005
101.0,34.64300537109375,31.192739486694336,3.4502660632133484,49.795875549316406,45.68915939331055,4.106714248657227,0.0005
102.0,34.280924797058105,30.44639539718628,3.834529459476471,49.115543365478516,44.7713508605957,4.3441925048828125,0.0005
103.0,34.3075647354126,30.091079711914062,4.216484844684601,50.319454193115234,45.983154296875,4.336299419403076,0.0005
104.0,34.365854263305664,30.16108751296997,4.204766750335693,50.402565002441406,46.03289031982422,4.36967658996582,0.0005
105.0,32.180763244628906,27.9506196975708,4.2301435470581055,49.937862396240234,45.553955078125,4.383906364440918,0.00025
106.0,33.4186487197876,28.93149709701538,4.487150847911835,51.93014907836914,47.56562805175781,4.364522457122803,0.00025
107.0,31.96747398376465,27.767852306365967,4.199621319770813,49.8802490234375,45.59489059448242,4.28535795211792,0.00025
108.0,33.2892370223999,28.995352268218994,4.293884813785553,49.887290954589844,45.64781188964844,4.239479064941406,0.00025
109.0,32.11992645263672,27.953431129455566,4.166494846343994,51.27935791015625,47.01829147338867,4.261066913604736,0.00025
110.0,31.484280586242676,27.357492923736572,4.126787841320038,50.90159606933594,46.66027069091797,4.241326808929443,0.00025
111.0,31.599162101745605,27.398736476898193,4.2004252672195435,48.91979217529297,44.70231246948242,4.217480182647705,0.00025
112.0,30.98478364944458,26.935236930847168,4.0495471358299255,48.8521728515625,44.62915802001953,4.223015785217285,0.00025
113.0,32.87054634094238,28.885167598724365,3.985379457473755,47.27415084838867,43.020790100097656,4.253359794616699,0.00025
114.0,32.09760856628418,27.804227352142334,4.293380439281464,48.362422943115234,44.05723571777344,4.305186748504639,0.00025
115.0,30.81752300262451,26.65941333770752,4.158109962940216,51.10483169555664,46.80078887939453,4.304042339324951,0.00025
116.0,31.505130290985107,27.403696537017822,4.1014333963394165,49.157413482666016,44.84931182861328,4.30810022354126,0.00025
117.0,32.212454319000244,28.16872501373291,4.043729662895203,50.26926040649414,45.94354248046875,4.325716972351074,0.00025
118.0,31.5642409324646,27.402822017669678,4.161419034004211,50.07141876220703,45.745121002197266,4.326296806335449,0.00025
119.0,31.750619888305664,27.256836414337158,4.493784308433533,50.300235748291016,45.96760177612305,4.3326334953308105,0.00025
120.0,31.679360389709473,27.268117427825928,4.411243259906769,49.72565460205078,45.40709686279297,4.318559646606445,0.00025
121.0,31.891742706298828,27.629157066345215,4.262585997581482,51.07924270629883,46.74980545043945,4.3294358253479,0.00025
122.0,30.98200035095215,26.76362895965576,4.218371868133545,49.12831497192383,44.785457611083984,4.3428568840026855,0.00025
123.0,32.55769729614258,28.29606342315674,4.2616331577301025,48.45499038696289,44.08341598510742,4.3715739250183105,0.00025
124.0,30.81027364730835,26.487542629241943,4.322730541229248,48.83866882324219,44.36952590942383,4.469141006469727,0.000125
125.0,31.201245307922363,26.631519317626953,4.569725871086121,48.02875900268555,43.52410125732422,4.5046586990356445,0.000125
126.0,31.000364780426025,26.672224521636963,4.3281407952308655,49.670204162597656,45.121063232421875,4.549139976501465,0.000125
127.0,29.747017860412598,25.175271034240723,4.571746826171875,49.68987274169922,45.10580825805664,4.584066390991211,0.000125
128.0,31.827736854553223,27.51704216003418,4.310693800449371,48.26420974731445,43.66230010986328,4.601909160614014,0.000125
129.0,31.688235759735107,27.25360107421875,4.434634983539581,50.99478530883789,46.383338928222656,4.611446857452393,0.000125
130.0,30.749927043914795,26.383106231689453,4.366820991039276,48.89225387573242,44.29368209838867,4.598572731018066,0.000125
131.0,31.051730155944824,26.508453845977783,4.54327654838562,50.54273986816406,45.96715545654297,4.575583457946777,0.000125
132.0,32.03163385391235,27.410367965698242,4.621266007423401,49.05628204345703,44.4665412902832,4.589742660522461,0.000125
133.0,31.699456214904785,27.178027153015137,4.521429181098938,49.32688903808594,44.73219299316406,4.594696998596191,0.000125
134.0,31.3732271194458,26.919086933135986,4.454139590263367,49.24446105957031,44.62691879272461,4.617543697357178,0.000125
135.0,30.774746894836426,26.33031177520752,4.444435715675354,49.24409866333008,44.602455139160156,4.6416449546813965,6.25e-05
136.0,29.899567127227783,25.4750657081604,4.424501419067383,50.89329528808594,46.25585174560547,4.637445449829102,6.25e-05
137.0,30.50862741470337,25.954079151153564,4.554548144340515,49.601646423339844,44.98179626464844,4.619851112365723,6.25e-05
138.0,30.99901247024536,26.355461597442627,4.643550753593445,50.295318603515625,45.69191360473633,4.603404521942139,6.25e-05
139.0,31.395119667053223,26.61112928390503,4.783990025520325,50.58531188964844,45.98566818237305,4.599641799926758,6.25e-05
140.0,30.23530340194702,25.608709812164307,4.626593112945557,48.46808624267578,43.86170959472656,4.606376647949219,6.25e-05
141.0,30.428650856018066,25.81757640838623,4.611074090003967,48.186771392822266,43.58285140991211,4.603920936584473,6.25e-05
142.0,30.81228494644165,26.358973503112793,4.453311562538147,47.999698638916016,43.40493392944336,4.594766139984131,6.25e-05
143.0,30.01055145263672,25.580119609832764,4.430432200431824,48.99589538574219,44.416717529296875,4.57917594909668,6.25e-05
144.0,31.05193042755127,26.736974716186523,4.314955413341522,47.821014404296875,43.27174758911133,4.549267292022705,6.25e-05
145.0,30.809199810028076,26.34436273574829,4.464836478233337,48.87645721435547,44.34653091430664,4.52992582321167,6.25e-05
146.0,30.941983699798584,26.262356281280518,4.679627776145935,50.06414031982422,45.53298568725586,4.531154155731201,3.125e-05
147.0,29.891659259796143,25.2882399559021,4.6034194231033325,47.013179779052734,42.47385025024414,4.539330959320068,3.125e-05
148.0,30.862598419189453,26.1426420211792,4.719956278800964,47.652435302734375,43.11317443847656,4.539262771606445,3.125e-05
149.0,31.766753673553467,27.048468112945557,4.718284726142883,50.078834533691406,45.54829788208008,4.530535697937012,3.125e-05
150.0,31.759719371795654,27.24229621887207,4.517422556877136,51.436492919921875,46.91460037231445,4.521892070770264,3.125e-05
151.0,30.774362087249756,26.112285137176514,4.662076950073242,49.67345428466797,45.15316390991211,4.520291805267334,3.125e-05
152.0,30.04161310195923,25.715969562530518,4.325643837451935,47.15192413330078,42.623172760009766,4.528750419616699,3.125e-05
153.0,30.844743728637695,26.358654022216797,4.4860899448394775,51.852386474609375,47.31412887573242,4.538256645202637,3.125e-05
154.0,30.288360118865967,25.84420871734619,4.444150924682617,50.46552276611328,45.91704177856445,4.548480987548828,3.125e-05
155.0,30.672120094299316,26.248430252075195,4.423689842224121,48.808990478515625,44.25220489501953,4.556786060333252,3.125e-05
156.0,29.983766078948975,25.631145477294922,4.352620601654053,48.618038177490234,44.06024169921875,4.55779504776001,3.125e-05
157.0,30.817068099975586,26.04532814025879,4.771739959716797,49.77729797363281,45.21015548706055,4.567142009735107,3.125e-05
158.0,31.394900798797607,26.77545166015625,4.619449138641357,49.11713409423828,44.53901290893555,4.578123092651367,1.5625e-05
159.0,30.58946704864502,26.1199893951416,4.469478011131287,49.35708999633789,44.77248764038086,4.584601402282715,1.5625e-05
160.0,31.58954906463623,26.814754009246826,4.774795174598694,48.75220489501953,44.157283782958984,4.594921112060547,1.5625e-05
161.0,31.9230637550354,27.43196439743042,4.491099238395691,50.20183563232422,45.59761428833008,4.604222774505615,1.5625e-05
162.0,29.32627296447754,24.540300369262695,4.785971999168396,46.95320129394531,42.343387603759766,4.609814167022705,1.5625e-05
163.0,29.791587829589844,25.17820692062378,4.6133809089660645,48.744625091552734,44.13093185424805,4.613694190979004,1.5625e-05
164.0,29.694223880767822,25.131494522094727,4.562729716300964,50.708560943603516,46.08955383300781,4.619008541107178,1.5625e-05
165.0,31.722159385681152,27.071770191192627,4.650389552116394,48.00691604614258,43.38378143310547,4.623135089874268,1.5625e-05
166.0,29.5509352684021,24.945926189422607,4.60500967502594,48.44153594970703,43.81562423706055,4.625913619995117,1.5625e-05
167.0,30.59168815612793,26.12421417236328,4.467474460601807,49.37720489501953,44.74654006958008,4.6306657791137695,1.5625e-05
168.0,29.564307689666748,24.836607456207275,4.727700591087341,49.13483810424805,44.501502990722656,4.633336067199707,1.5625e-05
169.0,30.281620025634766,25.949867248535156,4.331753134727478,49.04402542114258,44.40885543823242,4.635169506072998,1.5625e-05
170.0,30.21220064163208,25.7608585357666,4.451341688632965,49.936771392822266,45.2980842590332,4.638686656951904,1.5625e-05
171.0,30.173659324645996,25.302013874053955,4.871645569801331,47.464900970458984,42.825321197509766,4.639578819274902,1.5625e-05
172.0,29.530333518981934,25.10389471054077,4.426438927650452,48.75254821777344,44.11257553100586,4.639971733093262,1.5625e-05
173.0,30.133046627044678,25.56076717376709,4.57227897644043,48.56184387207031,43.92348861694336,4.638354301452637,7.8125e-06
174.0,30.60588550567627,25.92045307159424,4.685432553291321,48.76194763183594,44.12416076660156,4.637786388397217,7.8125e-06
175.0,30.689629077911377,26.288620471954346,4.401009142398834,50.55632781982422,45.91956329345703,4.636762619018555,7.8125e-06
176.0,30.87013339996338,26.312659740447998,4.5574740171432495,48.102317810058594,43.46690368652344,4.635414123535156,7.8125e-06
177.0,30.760117530822754,26.16140651702881,4.598710536956787,49.2215576171875,44.583885192871094,4.637670516967773,7.8125e-06
178.0,29.538708686828613,24.990313053131104,4.54839563369751,47.94861602783203,43.306453704833984,4.6421613693237305,7.8125e-06
179.0,30.89004611968994,26.218726634979248,4.671319603919983,48.10704803466797,43.46232223510742,4.6447272300720215,7.8125e-06
180.0,29.300259113311768,24.54608964920044,4.7541691064834595,49.35496139526367,44.70916748046875,4.645793437957764,7.8125e-06
181.0,30.498766899108887,26.12717628479004,4.371591031551361,50.4516487121582,45.80561447143555,4.646033763885498,7.8125e-06
182.0,31.21540403366089,26.707018852233887,4.508385539054871,49.12177658081055,44.47667694091797,4.645101070404053,7.8125e-06
183.0,30.136189937591553,25.708256721496582,4.427933096885681,50.398521423339844,45.75464630126953,4.643876075744629,7.8125e-06
184.0,29.594409942626953,24.978248596191406,4.616161346435547,46.80509567260742,42.161746978759766,4.643348693847656,7.8125e-06
185.0,29.80221939086914,25.263980388641357,4.538238286972046,49.38627624511719,44.74443435668945,4.64184045791626,7.8125e-06
186.0,30.15861940383911,25.436487197875977,4.722131967544556,48.821170806884766,44.18275833129883,4.638411045074463,7.8125e-06
187.0,31.026599407196045,26.626610279083252,4.399989426136017,50.57565689086914,45.93996047973633,4.635694980621338,7.8125e-06
188.0,29.44945526123047,24.830315113067627,4.619140028953552,48.587867736816406,43.954063415527344,4.633806228637695,7.8125e-06
189.0,29.772881031036377,25.341552734375,4.431328475475311,48.25617980957031,43.624061584472656,4.632116794586182,7.8125e-06
190.0,29.76188850402832,25.173408031463623,4.588480114936829,48.490169525146484,43.85768508911133,4.632483005523682,7.8125e-06
191.0,30.83029270172119,26.0146222114563,4.8156702518463135,49.193115234375,44.56016540527344,4.632950782775879,7.8125e-06
192.0,31.284417629241943,26.592276573181152,4.692141056060791,47.62132263183594,42.98845291137695,4.632870197296143,7.8125e-06
193.0,30.960142135620117,26.422571659088135,4.537569880485535,48.31669235229492,43.68479919433594,4.631892204284668,7.8125e-06
194.0,30.668354511260986,25.7916579246521,4.876696228981018,48.33889389038086,43.707645416259766,4.63124942779541,7.8125e-06
195.0,29.53333616256714,25.1137375831604,4.419598042964935,48.602813720703125,43.971435546875,4.63137674331665,3.90625e-06
196.0,29.345763683319092,24.855671882629395,4.490091562271118,48.472633361816406,43.841552734375,4.631080627441406,3.90625e-06
197.0,30.517094135284424,25.806246757507324,4.7108471393585205,49.54430389404297,44.912986755371094,4.631317615509033,3.90625e-06
198.0,30.053112983703613,25.57355833053589,4.479554653167725,49.76277160644531,45.129520416259766,4.6332502365112305,3.90625e-06
199.0,30.785343170166016,26.23528528213501,4.550057888031006,48.40351486206055,43.76805114746094,4.635462760925293,3.90625e-06
200.0,31.445159912109375,26.711560249328613,4.733598947525024,48.88328170776367,44.2453498840332,4.637932300567627,3.90625e-06
201.0,29.835479259490967,25.458316802978516,4.3771626353263855,50.84416961669922,46.20449447631836,4.639675617218018,3.90625e-06
202.0,31.779236793518066,27.306734561920166,4.4725022315979,47.06827163696289,42.427616119384766,4.64065408706665,3.90625e-06
203.0,30.02742862701416,25.44269561767578,4.584732532501221,47.234275817871094,42.59261703491211,4.641659259796143,3.90625e-06
204.0,30.040839672088623,25.46871280670166,4.572127103805542,49.63837432861328,44.99567413330078,4.642701148986816,3.90625e-06
205.0,30.905056476593018,26.27061176300049,4.634445309638977,48.00181198120117,43.35913848876953,4.642673969268799,3.90625e-06
206.0,31.355188846588135,26.5355544090271,4.819633722305298,49.69995880126953,45.05683517456055,4.643123626708984,1.953125e-06
207.0,30.65998411178589,26.072829246520996,4.587155103683472,51.32842254638672,46.68459701538086,4.643825054168701,1.953125e-06
208.0,30.544569492340088,26.110939502716064,4.433630287647247,48.49045944213867,43.845664978027344,4.6447930335998535,1.953125e-06
209.0,31.08099365234375,26.51872491836548,4.5622687339782715,47.51528549194336,42.869632720947266,4.645652770996094,1.953125e-06
210.0,31.900728702545166,27.523228645324707,4.377499759197235,50.623695373535156,45.97703170776367,4.646665096282959,1.953125e-06
211.0,29.8980393409729,25.446590900421143,4.451448023319244,47.32339859008789,42.67621994018555,4.647177696228027,1.953125e-06
212.0,30.972367763519287,26.469425201416016,4.502943277359009,49.52488327026367,44.87779998779297,4.647082328796387,1.953125e-06
213.0,30.31607484817505,25.918970108032227,4.397104859352112,50.204471588134766,45.55752944946289,4.646942138671875,1.953125e-06
214.0,29.568475246429443,24.830874919891357,4.737600207328796,47.982872009277344,43.33596420288086,4.646905899047852,1.953125e-06
215.0,31.105178356170654,26.44347047805786,4.6617079973220825,49.494468688964844,44.8474006652832,4.647068023681641,1.953125e-06
216.0,30.169190406799316,25.506324291229248,4.662865519523621,49.08440399169922,44.43735122680664,4.6470513343811035,1.953125e-06
217.0,30.65029764175415,26.12453603744507,4.525761365890503,49.97499084472656,45.32772445678711,4.647265434265137,9.765625e-07
218.0,29.540300369262695,25.108120918273926,4.432179510593414,49.88153076171875,45.23423385620117,4.6472978591918945,9.765625e-07
219.0,29.926682949066162,25.080492973327637,4.846189260482788,48.57867431640625,43.93140411376953,4.647268295288086,9.765625e-07
220.0,30.028024673461914,25.59745168685913,4.4305731654167175,49.84279251098633,45.19566345214844,4.647127628326416,9.765625e-07
221.0,31.732007026672363,27.425798892974854,4.306207776069641,47.661373138427734,43.01412582397461,4.64724588394165,9.765625e-07
222.0,30.229938507080078,25.839594841003418,4.3903443813323975,48.6816291809082,44.03429412841797,4.647335529327393,9.765625e-07
223.0,30.35103940963745,25.616729259490967,4.734309792518616,49.37480163574219,44.72734451293945,4.647456645965576,9.765625e-07
224.0,29.48436450958252,25.00102186203003,4.483342289924622,49.71780776977539,45.070228576660156,4.647579669952393,9.765625e-07
225.0,31.837360382080078,27.252283096313477,4.58507764339447,50.44783020019531,45.80002975463867,4.647799968719482,9.765625e-07
226.0,29.8017258644104,25.006516456604004,4.795209884643555,46.811981201171875,42.16397476196289,4.648004531860352,9.765625e-07
227.0,29.885596752166748,25.188459396362305,4.6971375942230225,47.44502258300781,42.796714782714844,4.648306369781494,9.765625e-07
228.0,30.47165536880493,25.876858711242676,4.594796776771545,48.32830047607422,43.67966079711914,4.648638725280762,4.8828125e-07
229.0,30.331207275390625,25.89941120147705,4.43179589509964,48.199188232421875,43.55048370361328,4.648703575134277,4.8828125e-07
230.0,29.46157455444336,24.766393184661865,4.695181131362915,49.52755355834961,44.878807067871094,4.64874792098999,4.8828125e-07
231.0,30.06073522567749,25.653910160064697,4.406824827194214,49.00767135620117,44.35891342163086,4.648758888244629,4.8828125e-07
232.0,30.3727126121521,25.719481468200684,4.653231263160706,48.43642807006836,43.78771209716797,4.648716926574707,4.8828125e-07
233.0,30.63091516494751,26.101638793945312,4.529276728630066,48.444950103759766,43.79639434814453,4.648555755615234,4.8828125e-07
234.0,30.91776990890503,26.37088966369629,4.54688036441803,50.2610969543457,45.61265563964844,4.648442268371582,4.8828125e-07
235.0,29.66931390762329,24.93544864654541,4.733865022659302,49.79688262939453,45.148475646972656,4.648406505584717,4.8828125e-07
236.0,30.97503423690796,26.54456853866577,4.430466115474701,49.08140563964844,44.43301773071289,4.6483893394470215,4.8828125e-07
237.0,31.037363052368164,26.69260597229004,4.344756901264191,49.883670806884766,45.23535919189453,4.648311614990234,4.8828125e-07
